startingAirport,destinationAirport,flight_day_of_week,w1
IAD,DEN,6,71.01490250207108
IAD,DFW,0,47.92339379101327
IAD,DFW,1,-36.22358910086806
IAD,DFW,2,-45.10586694953593
IAD,DFW,3,-4.9196713562546845
IAD,DFW,4,7.137401746320856
IAD,DFW,5,-30.061438556479334
IAD,DFW,6,61.24977042685362
IAD,DTW,0,0.594302553610934
IAD,DTW,1,-45.010440120406585
IAD,DTW,2,-36.59953684387775
IAD,DTW,3,-1.881689419967185
IAD,DTW,4,35.21215658381742
IAD,DTW,5,-5.672783201486124
IAD,DTW,6,53.357990449214185
IAD,EWR,0,7.00907052107911
IAD,EWR,1,-58.152535270174624
IAD,EWR,2,-53.68544716803642
IAD,EWR,3,-5.051106443762701
IAD,EWR,4,34.248635768172804
IAD,EWR,5,5.477794025588411
IAD,EWR,6,70.15358856812797
IAD,JFK,0,-6.892385216866423
IAD,JFK,1,-39.24001770743428
IAD,JFK,2,-31.157315556343047
IAD,JFK,3,-1.660452557204081
IAD,JFK,4,27.750291841783984
IAD,JFK,5,11.434631584412552
IAD,JFK,6,39.76524761222235
IAD,LAX,0,18.57290445393414
IAD,LAX,1,-52.29185731844368
IAD,LAX,2,-45.394179322840245
IAD,LAX,3,6.034438900738332
IAD,LAX,4,0.5163297213885439
IAD,LAX,5,-15.493800318520675
IAD,LAX,6,88.05616388495821
IAD,LGA,0,-8.7502748931106
IAD,LGA,1,-42.068834134005506
IAD,LGA,2,-41.856457317543914
IAD,LGA,3,5.565371176223542
IAD,LGA,4,37.93418656668716
IAD,LGA,5,11.595398605700725
IAD,LGA,6,37.58060999669375
IAD,MIA,0,-20.187445101291328
IAD,MIA,1,-73.31580783341434
IAD,MIA,2,-43.20437898568743
IAD,MIA,3,29.93341070436406
IAD,MIA,4,71.61332175032895
IAD,MIA,5,2.570260046829429
IAD,MIA,6,32.590639419919015
IAD,OAK,0,6.005726646766777
IAD,OAK,1,-70.98431412082712
IAD,OAK,2,-60.200757685397264
IAD,OAK,3,15.075033346544004
IAD,OAK,4,18.311372299555675
IAD,OAK,5,-18.117918073767136
IAD,OAK,6,109.91085758876262
IAD,ORD,0,7.8213814770676455
IAD,ORD,1,-51.47093909488101
IAD,ORD,2,-25.86176026273903
IAD,ORD,3,6.597562295193785
IAD,ORD,4,69.23276368066341
IAD,ORD,5,-30.4177562513921
IAD,ORD,6,24.0987481573994
IAD,PHL,0,-4.737552955611279
IAD,PHL,1,-45.12387307345777
IAD,PHL,2,-32.50417288290421
IAD,PHL,3,9.114973156103316
IAD,PHL,4,38.62037094410527
IAD,PHL,5,-8.768602908304784
IAD,PHL,6,43.398857720933236
IAD,SFO,0,18.805543768939334
IAD,SFO,1,-56.41117673032788
IAD,SFO,2,-42.171112383641095
IAD,SFO,3,1.612159882244696
IAD,SFO,4,-4.786954131086413
IAD,SFO,5,-18.110661301974663
IAD,SFO,6,101.0622008971996
JFK,ATL,0,-17.89522277220472
JFK,ATL,1,-15.949504456347244
JFK,ATL,2,-13.54963973659142
JFK,ATL,3,5.43613926042662
JFK,ATL,4,23.84150132913608
JFK,ATL,5,-8.504028709318748
JFK,ATL,6,26.620755085519637
JFK,BOS,0,-6.120078468673059
JFK,BOS,1,-34.86109317719278
JFK,BOS,2,-33.01073403747657
JFK,BOS,3,-11.442929473561849
JFK,BOS,4,5.919885933011936
JFK,BOS,5,34.27573488947861
JFK,BOS,6,45.23921433488248
JFK,CLT,0,-7.344976153940943
JFK,CLT,1,-34.17179180002929
JFK,CLT,2,-25.45086462879975
JFK,CLT,3,-0.3990616653314403
JFK,CLT,4,20.019676855314707
JFK,CLT,5,7.986959061696359
JFK,CLT,6,39.36005833163019
JFK,DEN,0,3.9194663213717273
JFK,DEN,1,-16.72411183626889
JFK,DEN,2,-11.528917441394194
JFK,DEN,3,1.2697078886810902
JFK,DEN,4,7.5738997764502605
JFK,DEN,5,-0.7999144106512445
JFK,DEN,6,16.289869702069026
JFK,DFW,0,36.145379758084346
JFK,DFW,1,-29.230705279292206
JFK,DFW,2,-39.62918804024249
JFK,DFW,3,1.7441523355385384
JFK,DFW,4,-10.317594422630606
JFK,DFW,5,-19.562404272820928
JFK,DFW,6,60.85035992222574
JFK,DTW,0,-4.014325328162445
JFK,DTW,1,-40.7488826653083
JFK,DTW,2,-27.333534228684574
JFK,DTW,3,-8.196329720781412
JFK,DTW,4,27.292994238838098
JFK,DTW,5,6.880998640174318
JFK,DTW,6,46.11907906458845
JFK,IAD,0,-0.6268141659841405
JFK,IAD,1,-33.0590388390679
JFK,IAD,2,-32.60444302478108
JFK,IAD,3,-12.730654527007212
JFK,IAD,4,13.34213270389768
JFK,IAD,5,7.234709521890834
JFK,IAD,6,58.44410833176637
JFK,LAX,0,0.8768727806485582
JFK,LAX,1,-64.25530929813526
JFK,LAX,2,-45.44800811088931
JFK,LAX,3,-2.1133178562131403
JFK,LAX,4,12.843147403623448
JFK,LAX,5,17.243941168909693
JFK,LAX,6,80.85267391294592
JFK,MIA,0,-12.144419630261792
JFK,MIA,1,-40.49829213667447
JFK,MIA,2,-37.37655301936323
JFK,MIA,3,20.622638717727938
JFK,MIA,4,37.55698558066352
JFK,MIA,5,-1.567270559977517
JFK,MIA,6,33.4069110486364
JFK,OAK,0,4.419678168989641
JFK,OAK,1,-59.91007611192277
JFK,OAK,2,-53.721757740108565
JFK,OAK,3,16.660837018716133
JFK,OAK,4,24.14350065736825
JFK,OAK,5,-37.10811583103269
JFK,OAK,6,105.51593383979323
JFK,ORD,0,-7.6595622263969005
JFK,ORD,1,-18.196759178326676
JFK,ORD,2,-16.096780421590864
JFK,ORD,3,4.051331594920604
JFK,ORD,4,25.13859619324557
JFK,ORD,5,-8.336375169603539
JFK,ORD,6,21.0995492082736
JFK,PHL,0,-33.71751340458837
JFK,PHL,1,-67.87333455401003
JFK,PHL,2,-47.35659580949782
JFK,PHL,3,-5.88821603230172
JFK,PHL,4,33.197321685139194
JFK,PHL,5,47.201532367250245
JFK,PHL,6,74.4368057489771
JFK,SFO,0,15.250436760641897
JFK,SFO,1,-52.31992575154809
JFK,SFO,2,-51.619319433737836
JFK,SFO,3,-18.033100044366233
JFK,SFO,4,-4.740286414537648
JFK,SFO,5,9.519954848654068
JFK,SFO,6,101.94224003597922
LAX,ATL,0,9.954665531846906
LAX,ATL,1,-31.639905269526725
LAX,ATL,2,-23.94572453118223
LAX,ATL,3,9.45312552300688
LAX,ATL,4,-2.721483989469604
LAX,ATL,5,-15.263267695186352
LAX,ATL,6,54.16259043132028
LAX,BOS,0,-1.0664815425094176
LAX,BOS,1,-56.42658656981089
LAX,BOS,2,-40.08387264633086
LAX,BOS,3,12.104091305248078
LAX,BOS,4,5.926330382893576
LAX,BOS,5,12.726779250471312
LAX,BOS,6,66.81973982083629
LAX,CLT,0,1.9867788780655669
LAX,CLT,1,-48.4203203703169
LAX,CLT,2,-24.857533727832372
LAX,CLT,3,35.23179254640536
LAX,CLT,4,5.3574425955421345
LAX,CLT,5,-31.1708942112926
LAX,CLT,6,61.87273429061427
LAX,DEN,0,16.167154327908346
LAX,DEN,1,-34.274826748218516
LAX,DEN,2,-34.62699582748991
LAX,DEN,3,7.006447109332167
LAX,DEN,4,16.15472512732941
LAX,DEN,5,-16.80681198830102
LAX,DEN,6,46.38030800026052
LAX,DFW,0,30.422883274665587
LAX,DFW,1,-23.6670113285488
LAX,DFW,2,-36.18524668214592
LAX,DFW,3,-2.9965916500715806
LAX,DFW,4,-2.1329345450917216
LAX,DFW,5,-20.005865834015115
LAX,DFW,6,54.564766766021826
LAX,DTW,0,10.74297361113882
LAX,DTW,1,-29.289174392980648
LAX,DTW,2,-30.281482860720445
LAX,DTW,3,16.089027584418783
LAX,DTW,4,1.0523781611867415
LAX,DTW,5,-14.467029211536959
LAX,DTW,6,46.15330710926247
LAX,EWR,0,15.131572077504583
LAX,EWR,1,-39.97969005305624
LAX,EWR,2,-31.311175091567613
LAX,EWR,3,3.598972044364582
LAX,EWR,4,-9.527046919735264
LAX,EWR,5,-5.5747733944405224
LAX,EWR,6,67.66214133775749
LAX,IAD,0,18.853224060564475
LAX,IAD,1,-54.51267143857827
LAX,IAD,2,-46.02457585998355
LAX,IAD,3,12.943939859099313
LAX,IAD,4,-15.912160192611173
LAX,IAD,5,-3.372021123452057
LAX,IAD,6,88.02426469605065
LAX,JFK,0,19.875005196502034
LAX,JFK,1,-63.148536065690145
LAX,JFK,2,-48.91144890438474
LAX,JFK,3,-7.917849501696293
LAX,JFK,4,-12.50211010530277
LAX,JFK,5,31.443639189056455
LAX,JFK,6,81.16130019223829
LAX,LGA,0,7.031927980180194
LAX,LGA,1,-55.227806517694056
LAX,LGA,2,-37.831513352393706
LAX,LGA,3,16.13754739672484
LAX,LGA,4,5.32004826655808
LAX,LGA,5,-1.081436981610323
LAX,LGA,6,65.65123320911754
LAX,MIA,0,-10.31610969533529
LAX,MIA,1,-46.010801547440686
LAX,MIA,2,-18.593716487774962
LAX,MIA,3,53.01662855407323
LAX,MIA,4,31.19771529630508
LAX,MIA,5,-26.874035477292182
LAX,MIA,6,17.580319358323614
LAX,OAK,0,5.733698630532289
LAX,OAK,1,-34.557327192668524
LAX,OAK,2,-49.02334742684239
LAX,OAK,3,-9.692827212102044
LAX,OAK,4,24.472296841178125
LAX,OAK,5,23.05193480063109
LAX,OAK,6,40.015571559750356
LAX,ORD,0,9.410209993514707
LAX,ORD,1,-33.98934420629018
LAX,ORD,2,-21.61316599597544
LAX,ORD,3,19.39965450176018
LAX,ORD,4,8.035139336294245
LAX,ORD,5,-38.348262919275534
LAX,ORD,6,57.10576929112225
LAX,PHL,0,-0.3018375249944047
LAX,PHL,1,-51.52155916706189
LAX,PHL,2,-33.15433022284766
LAX,PHL,3,32.05486469737407
LAX,PHL,4,0.8122864364182583
LAX,PHL,5,-16.944270569711705
LAX,PHL,6,69.05484635195414
LAX,SFO,0,28.410992199066904
LAX,SFO,1,-39.95380123340777
LAX,SFO,2,-45.20273291226742
LAX,SFO,3,-15.86447665456455
LAX,SFO,4,5.517680469769919
LAX,SFO,5,4.928509314624404
LAX,SFO,6,62.16382881746985
LGA,ATL,0,-12.58758662348159
LGA,ATL,1,-38.184464982636065
LGA,ATL,2,-35.064920491035146
LGA,ATL,3,1.3284245581607408
LGA,ATL,4,23.208313193524965
LGA,ATL,5,12.473823453207874
LGA,ATL,6,48.82641089294416
LGA,BOS,0,-29.613563301295745
LGA,BOS,1,-50.37301387597923
LGA,BOS,2,-42.074581863320795
LGA,BOS,3,-31.58126899584711
LGA,BOS,4,-13.839919630451236
LGA,BOS,5,121.46042905442586
LGA,BOS,6,46.0219186138063
LGA,CLT,0,-11.785657002159448
LGA,CLT,1,-33.24816414298443
LGA,CLT,2,-30.4981397247804
LGA,CLT,3,1.2225705858206874
LGA,CLT,4,26.417178667478264
LGA,CLT,5,13.65560950976116
LGA,CLT,6,34.236602107386425
LGA,DEN,0,3.565708646650178
LGA,DEN,1,-44.50865759321558
LGA,DEN,2,-34.49234362044405
LGA,DEN,3,8.458151101057961
LGA,DEN,4,12.506415394449283
LGA,DEN,5,0.437040382975319
LGA,DEN,6,54.03368568926086
LGA,DFW,0,18.014112583854004
LGA,DFW,1,-45.499018092229925
LGA,DFW,2,-47.145327423645746
LGA,DFW,3,-2.1632722532789037
LGA,DFW,4,11.579376645261801
LGA,DFW,5,1.780944229602201
LGA,DFW,6,63.433184311243366
LGA,DTW,0,-4.720929013213671
LGA,DTW,1,-46.3390162791548
LGA,DTW,2,-41.608761872315355
LGA,DTW,3,-4.768306266694865
LGA,DTW,4,28.971749526135937
LGA,DTW,5,16.72396173517932
LGA,DTW,6,51.741302170741015
LGA,IAD,0,1.0970593731658393
LGA,IAD,1,-53.99557968202796
LGA,IAD,2,-44.922256727084346
LGA,IAD,3,8.716645993243498
LGA,IAD,4,24.42288759398613
LGA,IAD,5,21.593085719836075
LGA,IAD,6,43.088157729428616
LGA,LAX,0,3.8967886875535065
LGA,LAX,1,-57.18035486476643
LGA,LAX,2,-47.766519398621405
LGA,LAX,3,-5.449682019891278
LGA,LAX,4,-1.2632610313444275
LGA,LAX,5,9.550232530089042
LGA,LAX,6,98.21279609808182
LGA,MIA,0,-14.572206925742263
LGA,MIA,1,-59.56594595959933
LGA,MIA,2,-46.96229730413921
LGA,MIA,3,17.273369364192156
LGA,MIA,4,41.444000926023676
LGA,MIA,5,17.04676109384307
LGA,MIA,6,45.336318806172365
LGA,OAK,0,7.170816964586746
LGA,OAK,1,-77.41513102665355
LGA,OAK,2,-82.14612416158042
LGA,OAK,3,2.836511752700402
LGA,OAK,4,34.92057622441651
LGA,OAK,5,-12.208731112847085
LGA,OAK,6,126.84208136124707
LGA,ORD,0,-7.407984210831076
LGA,ORD,1,-48.82532053150575
LGA,ORD,2,-44.39097273155421
LGA,ORD,3,11.03908855388347
LGA,ORD,4,27.27867933011878
LGA,ORD,5,10.245828070584984
LGA,ORD,6,52.0606815200574
LGA,PHL,0,-30.174117360023928
LGA,PHL,1,-65.69137677802318
LGA,PHL,2,-53.322068148034454
LGA,PHL,3,4.341990827595494
LGA,PHL,4,25.396138016587955
LGA,PHL,5,35.54455702812446
LGA,PHL,6,83.90487641490991
LGA,SFO,0,2.9254413897662968
LGA,SFO,1,-52.19328785308972
LGA,SFO,2,-50.86996072394962
LGA,SFO,3,9.617573479295059
LGA,SFO,4,7.180902552813312
LGA,SFO,5,-10.248117176203225
LGA,SFO,6,93.58744833269105
MIA,ATL,0,45.89431066955126
MIA,ATL,1,-48.90193467014523
MIA,ATL,2,-73.88945368276308
MIA,ATL,3,-43.8590082888049
MIA,ATL,4,4.3069646966678725
MIA,ATL,5,1.094931772092512
MIA,ATL,6,115.35418950470029
MIA,BOS,0,35.49012909328055
MIA,BOS,1,-66.97753503094819
MIA,BOS,2,-90.06534761076111
MIA,BOS,3,-55.52772429588729
MIA,BOS,4,2.9781440136591826
MIA,BOS,5,47.806756239727285
MIA,BOS,6,126.29557759202014
MIA,CLT,0,37.02024170825533
MIA,CLT,1,-57.980311708930245
MIA,CLT,2,-67.67130257922987
MIA,CLT,3,-42.00532746624903
MIA,CLT,4,3.8825701677186526
MIA,CLT,5,12.334848255694311
MIA,CLT,6,114.41928162393664
MIA,DEN,0,48.242758841046566
MIA,DEN,1,-50.2153087887785
MIA,DEN,2,-58.21905456708323
MIA,DEN,3,-46.43457291107345
MIA,DEN,4,-22.343501856634955
MIA,DEN,5,9.719275904041428
MIA,DEN,6,119.25040337959044
MIA,DFW,0,59.65389004395064
MIA,DFW,1,-45.49364538686128
MIA,DFW,2,-63.05494547393099
MIA,DFW,3,-39.952067051803404
MIA,DFW,4,-13.357711890595214
MIA,DFW,5,-12.212509096192322
MIA,DFW,6,114.4169888567043
MIA,DTW,0,36.561301652668526
MIA,DTW,1,-57.39499953665622
MIA,DTW,2,-78.51786804683438
MIA,DTW,3,-48.66763877771874
MIA,DTW,4,8.252780844020924
MIA,DTW,5,14.131723322391737
MIA,DTW,6,125.63470054347961
MIA,EWR,0,73.35638183219174
MIA,EWR,1,-62.4541886965312
MIA,EWR,2,-98.47428739771607
MIA,EWR,3,-66.41233666325061
MIA,EWR,4,-7.257208981864286
MIA,EWR,5,18.588300856572257
MIA,EWR,6,142.65333905197602
MIA,IAD,0,54.56948456137123
MIA,IAD,1,-70.3291746294623
MIA,IAD,2,-93.49371695615704
MIA,IAD,3,-72.74578726676259
MIA,IAD,4,4.043038892400706
MIA,IAD,5,18.84771366063872
MIA,IAD,6,159.1084417396148
MIA,JFK,0,36.88720854510069
MIA,JFK,1,-49.3545432520359
MIA,JFK,2,-71.761455270036
MIA,JFK,3,-35.50269918660124
MIA,JFK,4,5.967291208394589
MIA,JFK,5,22.906385645271055
MIA,JFK,6,90.85781231079397
MIA,LAX,0,34.60067080495728
MIA,LAX,1,-48.33373716521063
MIA,LAX,2,-56.55223537529736
MIA,LAX,3,-44.183815306389
MIA,LAX,4,-23.059226833324878
MIA,LAX,5,0.4623760887793343
MIA,LAX,6,137.06596778793713
MIA,LGA,0,32.76484618800999
MIA,LGA,1,-61.25480268663866
MIA,LGA,2,-90.7007267903255
MIA,LGA,3,-46.06200657911722
MIA,LGA,4,11.770270858008121
MIA,LGA,5,42.290208696906255
MIA,LGA,6,111.19221031418145
MIA,OAK,0,39.2257264785521
MIA,OAK,1,-79.80880417995351
MIA,OAK,2,-64.53129825913022
MIA,OAK,3,-46.187205763901716
MIA,OAK,4,-4.21770825184489
MIA,OAK,5,0.039076045719133014
MIA,OAK,6,155.4802139322852
MIA,ORD,0,39.873475362896514
MIA,ORD,1,-61.820144321428636
MIA,ORD,2,-72.70745350972715
MIA,ORD,3,-35.887088716933256
MIA,ORD,4,6.787984280487796
MIA,ORD,5,-9.902199273204047
MIA,ORD,6,133.65542617955327
MIA,PHL,0,49.896919395172
MIA,PHL,1,-61.99903989028008
MIA,PHL,2,-78.35544168380243
MIA,PHL,3,-41.92114442041129
MIA,PHL,4,3.4181943716865453
MIA,PHL,5,-3.25017681249784
MIA,PHL,6,132.21068904165057
MIA,SFO,0,45.44723716321704
MIA,SFO,1,-59.11192337295253
MIA,SFO,2,-76.69503454855919
MIA,SFO,3,-47.130773925894005
MIA,SFO,4,-31.63643416176892
MIA,SFO,5,9.210152792130415
MIA,SFO,6,159.91677605542557
OAK,ATL,0,-22.36877627239982
OAK,ATL,1,-55.73904994989304
OAK,ATL,2,-28.918852137970802
OAK,ATL,3,25.807762674874873
OAK,ATL,4,17.36594094208715
OAK,ATL,5,-14.719425477668567
OAK,ATL,6,78.57240022226021
OAK,BOS,0,-28.57254820491838
OAK,BOS,1,-72.48914327117363
OAK,BOS,2,-33.96645090207375
OAK,BOS,3,28.53657127842031
OAK,BOS,4,31.78585301867545
OAK,BOS,5,8.420851373843258
OAK,BOS,6,66.28486670825875
OAK,CLT,0,-0.46524823768680346
OAK,CLT,1,-81.88248806980697
OAK,CLT,2,-46.29892362785957
OAK,CLT,3,69.74886191444983
OAK,CLT,4,10.315354963164129
OAK,CLT,5,-48.449948748443724
OAK,CLT,6,97.03239180812484
OAK,DEN,0,1.3322915459147329
OAK,DEN,1,-34.734341196783475
OAK,DEN,2,-25.831406638733398
OAK,DEN,3,15.52273675885088
OAK,DEN,4,23.08704585573066
OAK,DEN,5,-12.106388690484778
OAK,DEN,6,32.7300623661901
OAK,DFW,0,10.323485282274774
OAK,DFW,1,-35.00916733718139
OAK,DFW,2,-29.233321555733827
OAK,DFW,3,-7.215080818611073
OAK,DFW,4,11.69555682542115
OAK,DFW,5,-14.677747014103241
OAK,DFW,6,64.11627461889091
OAK,DTW,0,11.708723615397593
OAK,DTW,1,-31.289401765920484
OAK,DTW,2,-31.01805520809903
OAK,DTW,3,2.244224892724238
OAK,DTW,4,2.176211193732645
OAK,DTW,5,-16.321930683973232
OAK,DTW,6,62.50022795705694
OAK,EWR,0,4.589812137906938
OAK,EWR,1,-49.638395143859505
OAK,EWR,2,-45.423743391173105
OAK,EWR,3,14.483125819852352
OAK,EWR,4,7.503094977558592
OAK,EWR,5,-8.250291577361839
OAK,EWR,6,76.7363971781783
OAK,IAD,0,-4.207574105908347
OAK,IAD,1,-63.37637123056842
OAK,IAD,2,-62.03716230706225
OAK,IAD,3,31.576163559350967
OAK,IAD,4,30.404780903124333
OAK,IAD,5,-9.734386844742733
OAK,IAD,6,77.37455002713065
OAK,JFK,0,11.597704563013716
OAK,JFK,1,-78.47600664107556
OAK,JFK,2,-68.9313643833201
OAK,JFK,3,7.663605352546244
OAK,JFK,4,14.98316864754018
OAK,JFK,5,2.910442586314764
OAK,JFK,6,110.25244987638999
OAK,LAX,0,-8.872315178720543
OAK,LAX,1,-35.72945673841369
OAK,LAX,2,-30.674958655137925
OAK,LAX,3,-3.618660240128952
OAK,LAX,4,26.921549072149944
OAK,LAX,5,21.65802723341558
OAK,LAX,6,30.31581450725982
OAK,LGA,0,-15.934889040032512
OAK,LGA,1,-110.14037225464264
OAK,LGA,2,-79.08464378137434
OAK,LGA,3,50.086582095868806
OAK,LGA,4,37.401660643724284
OAK,LGA,5,12.09396795674421
OAK,LGA,6,105.57769438133279
OAK,MIA,0,-27.838545392987694
OAK,MIA,1,-66.43490005767363
OAK,MIA,2,-40.85779532929143
OAK,MIA,3,54.512645881333135
OAK,MIA,4,39.33126108441784
OAK,MIA,5,-17.845717745265016
OAK,MIA,6,59.13305156079678
OAK,ORD,0,5.407587587646836
OAK,ORD,1,-33.72609193237446
OAK,ORD,2,-9.232917205335813
OAK,ORD,3,10.973506827342206
OAK,ORD,4,8.490213953314276
OAK,ORD,5,-31.73008006315395
OAK,ORD,6,49.817780833551275
OAK,PHL,0,-27.062027951920783
OAK,PHL,1,-66.3679128200142
OAK,PHL,2,-51.103725978652065
OAK,PHL,3,51.108491620585106
OAK,PHL,4,22.99121080951587
OAK,PHL,5,-22.972447813367246
OAK,PHL,6,93.40641213559181
OAK,SFO,0,1.5878612444997389
OAK,SFO,1,-41.28025615091749
OAK,SFO,2,-45.05407263410938
OAK,SFO,3,-11.212343248063217
OAK,SFO,4,21.62299721791275
OAK,SFO,5,-2.7107986075380253
OAK,SFO,6,77.04661217929345
ORD,ATL,0,19.28246163288595
ORD,ATL,1,-40.95557363306241
ORD,ATL,2,-31.55246661675593
ORD,ATL,3,14.628942549911862
ORD,ATL,4,16.240719406410182
ORD,ATL,5,-20.688705127041043
ORD,ATL,6,43.04462178850268
ORD,BOS,0,9.621687205862457
ORD,BOS,1,-59.9885291544569
ORD,BOS,2,-51.62734295680258
ORD,BOS,3,-14.539600394606985
ORD,BOS,4,2.538546353076967
ORD,BOS,5,18.50734443257895
ORD,BOS,6,95.48789451532744
ORD,CLT,0,6.37879857222811
ORD,CLT,1,-40.84522563145544
ORD,CLT,2,-35.21557867200436
ORD,CLT,3,7.699668293276977
ORD,CLT,4,7.117065919683113
ORD,CLT,5,-11.776934749628587
ORD,CLT,6,66.64220626887207
ORD,DEN,0,1.9279756709048987
ORD,DEN,1,-49.85895530822681
ORD,DEN,2,-8.730512121121523
ORD,DEN,3,37.376485238336585
ORD,DEN,4,3.1353309551083957
ORD,DEN,5,-34.49683720551071
ORD,DEN,6,50.64651277158412
ORD,DFW,0,37.06044927400031
ORD,DFW,1,-37.4566378999271
ORD,DFW,2,-16.749141820933325
ORD,DFW,3,18.81612533282959
ORD,DFW,4,-8.66668028921295
ORD,DFW,5,-54.30661604559403
ORD,DFW,6,61.30250145009946
ORD,DTW,0,21.90178535801895
ORD,DTW,1,-11.364830530907977
ORD,DTW,2,-28.697613011215008
ORD,DTW,3,6.054496249661969
ORD,DTW,4,-12.065218774189857
ORD,DTW,5,1.6099111893541198
ORD,DTW,6,22.561469519730114
ORD,EWR,0,23.16902789697075
ORD,EWR,1,-41.623046509597124
ORD,EWR,2,-48.15469298797657
ORD,EWR,3,-17.13591465693842
ORD,EWR,4,1.9598660379878312
ORD,EWR,5,-0.5013474260941762
ORD,EWR,6,82.28610764660596
ORD,IAD,0,13.488082895209615
ORD,IAD,1,-54.62635082071736
ORD,IAD,2,-35.15089330046191
ORD,IAD,3,-4.4605878207014875
ORD,IAD,4,19.742727103212804
ORD,IAD,5,-31.95679816508809
ORD,IAD,6,92.96382011006564
ORD,JFK,0,4.551056693171111
ORD,JFK,1,-26.11753878573504
ORD,JFK,2,-19.324187299944434
ORD,JFK,3,6.465348648530147
ORD,JFK,4,15.411492351241469
ORD,JFK,5,-8.968522105262359
ORD,JFK,6,27.98235049852593
ORD,LAX,0,12.953953987998192
ORD,LAX,1,-31.075231960230656
ORD,LAX,2,-14.939920388931075
ORD,LAX,3,9.695728564320813
ORD,LAX,4,-3.8256719078510018
ORD,LAX,5,-39.55214264158896
ORD,LAX,6,66.74328434747719
ORD,LGA,0,11.064586175608694
ORD,LGA,1,-41.50997452911864
ORD,LGA,2,-49.37777787923242
ORD,LGA,3,-12.750778349148039
ORD,LGA,4,2.742614356356168
ORD,LGA,5,11.080594851437628
ORD,LGA,6,78.75073537495481
ORD,MIA,0,-9.270917899172618
ORD,MIA,1,-65.98566433005446
ORD,MIA,2,-38.41582595838915
ORD,MIA,3,33.30732695799761
ORD,MIA,4,53.066004529551755
ORD,MIA,5,-13.079936993562987
ORD,MIA,6,40.37901369467698
ORD,OAK,0,6.859667278532558
ORD,OAK,1,-36.806474453066606
ORD,OAK,2,-6.246151730326362
ORD,OAK,3,2.6910710862348717
ORD,OAK,4,6.63662302283998
ORD,OAK,5,-29.880979305163
ORD,OAK,6,56.746244101980466
ORD,PHL,0,20.702100445960586
ORD,PHL,1,-50.19398045001601
ORD,PHL,2,-39.66223973717984
ORD,PHL,3,20.29174598528543
ORD,PHL,4,33.07169755621865
ORD,PHL,5,-35.00728536790629
ORD,PHL,6,50.79796156883575
ORD,SFO,0,22.838617990576132
ORD,SFO,1,-35.941880988785485
ORD,SFO,2,-21.058912867043315
ORD,SFO,3,7.019454317391646
ORD,SFO,4,-35.526486673777974
ORD,SFO,5,-42.17703649898335
ORD,SFO,6,104.84624472214762
PHL,ATL,0,8.127220081520248
PHL,ATL,1,-43.74751634406223
PHL,ATL,2,-20.09989749561748
PHL,ATL,3,10.89403830497184
PHL,ATL,4,21.801593819788884
PHL,ATL,5,-9.75654576245117
PHL,ATL,6,32.78110739655087
PHL,BOS,0,4.831519182890607
PHL,BOS,1,-40.08421272520007
PHL,BOS,2,-40.15653666930893
PHL,BOS,3,-12.095397657120019
PHL,BOS,4,-0.16747402194671215
PHL,BOS,5,27.955622023577522
PHL,BOS,6,59.71647986767179
PHL,CLT,0,20.019511269195238
PHL,CLT,1,-69.49138498514309
PHL,CLT,2,-46.96175690338105
PHL,CLT,3,19.597315854685
PHL,CLT,4,47.82120841407686
PHL,CLT,5,-22.60035386986698
PHL,CLT,6,51.61546022170555
PHL,DEN,0,21.852800698861728
PHL,DEN,1,-37.05184936829631
PHL,DEN,2,-23.505364939382677
PHL,DEN,3,12.177226247228939
PHL,DEN,4,6.986447064887507
PHL,DEN,5,-29.403010796913883
PHL,DEN,6,48.9437510945459
PHL,DFW,0,60.96808701412948
PHL,DFW,1,-46.38277609006323
PHL,DFW,2,-38.56235380075087
PHL,DFW,3,-5.017551344900238
PHL,DFW,4,27.707976933755845
PHL,DFW,5,-41.20333839268394
PHL,DFW,6,42.48995568181781
PHL,DTW,0,23.343146475033006
PHL,DTW,1,-44.33148569136599
PHL,DTW,2,-49.21588304885791
PHL,DTW,3,-6.568859700174807
PHL,DTW,4,25.024454542534013
PHL,DTW,5,2.4747146499007977
PHL,DTW,6,49.273912773662076
PHL,EWR,0,9.994972288559536
PHL,EWR,1,-48.37330506894768
PHL,EWR,2,-44.1209801533101
PHL,EWR,3,-7.645115088698495
PHL,EWR,4,23.32583799821525
PHL,EWR,5,12.557110513050823
PHL,EWR,6,54.26147951180251
PHL,IAD,0,26.716963681442305
PHL,IAD,1,-30.900962228063086
PHL,IAD,2,-40.038818533904845
PHL,IAD,3,-12.378281106713724
PHL,IAD,4,3.086320843924155
PHL,IAD,5,-12.234670479524741
PHL,IAD,6,65.74944782371243
PHL,JFK,0,-1.018170658724379
PHL,JFK,1,-49.35941551891833
PHL,JFK,2,-36.10544682638392
PHL,JFK,3,-5.082115372700744
PHL,JFK,4,8.311467936315449
PHL,JFK,5,30.956370549902037
PHL,JFK,6,52.29730989102798
PHL,LAX,0,32.22280448546385
PHL,LAX,1,-41.071191508323544
PHL,LAX,2,-34.21678170229155
PHL,LAX,3,10.936046579606122
PHL,LAX,4,-7.621570038162616
PHL,LAX,5,-29.830395356008495
PHL,LAX,6,69.5810875408137
PHL,LGA,0,-0.29529504861981654
PHL,LGA,1,-59.16913758310906
PHL,LGA,2,-68.47804970386044
